user,activity,timestamp,x,y,z,met_value,met_class
1,Sitting,0,0.24835707650561634,-0.06913215058559233,10.123844269050347,1.0,0
1,Sitting,1,0.7615149282040127,-0.11707668736166799,9.682931521525411,1.0,0
1,Sitting,2,0.7896064077536957,0.3837173645764544,9.565262807032525,1.0,0
1,Sitting,3,0.27128002179298233,-0.23170884640623113,9.567135123214872,1.0,0
1,Sitting,4,0.12098113578301706,-0.956640122328899,8.937541083743485,1.0,0
1,Sitting,5,-0.28114376462048635,-0.5064155601672119,9.957123666297637,1.0,0
1,Sitting,6,-0.45401203776060545,-0.7061518506676457,10.532824384460778,1.0,0
1,Sitting,7,-0.11288815024326783,0.03376410234396192,9.087625906893273,1.0,0
1,Sitting,8,-0.27219136226259133,0.05546129485493304,9.22450321128885,1.0,0
1,Sitting,9,0.18784900917283598,-0.3003193449594025,9.654153125103363,1.0,0
1,Sitting,10,-0.30085330611469846,0.9261390922544689,9.793251387631035,1.0,0
1,Sitting,11,-0.5288554644779502,0.4112724560515945,9.18957817501449,1.0,0
1,Sitting,12,0.1044317975023777,-0.9798350619398878,9.135906975550785,1.0,0
1,Sitting,13,0.09843061793456176,0.3692332899977052,9.885684140594986,1.0,0
1,Sitting,14,-0.057824141194120264,-0.1505518477946444,9.060739004816288,1.0,0
1,Sitting,15,-0.3599221041973543,-0.23031938547989375,10.328561113109458,1.0,0
1,Sitting,16,0.1718091447842307,-0.881520077681367,9.962041984697398,1.0,0
1,Sitting,17,-0.19254114020815827,-0.33846100015297936,10.105838144420435,1.0,0
1,Sitting,18,0.5154997612479755,0.4656400595580993,9.38039123838868,1.0,0
1,Sitting,19,-0.1546061879256073,0.16563171570178198,10.28777256356118,1.0,0
1,Sitting,20,-0.23958711892264498,-0.09282948833190856,9.246832512996987,1.0,0
1,Sitting,21,-0.5981033120403354,0.406262911197099,10.478120014285413,1.0,0
1,Sitting,22,-0.03600506079016692,0.5017664489460121,9.980818012523818,1.0,0
1,Sitting,23,-0.32255987730256214,0.18069780275420697,10.569018283232985,1.0,0
1,Sitting,24,-0.01791301955497577,0.7823218279070031,8.490127447955128,1.0,0
1,Sitting,25,0.4109512521876119,0.043523534119085605,9.650496324767067,1.0,0
1,Sitting,26,0.04588038826775115,-0.9937844573004464,9.690164056081244,1.0,0
1,Sitting,27,0.1785562857558732,0.738947022370758,9.540864890863176,1.0,0
1,Sitting,28,-0.4042468014465938,-0.25087852179226827,10.257701058851037,1.0,0
1,Sitting,29,0.16437555482984223,-0.2648801018835194,10.056633716556679,1.0,0
1,Sitting,30,0.048538774674020194,0.4843224952664446,9.448973453061324,1.0,0
1,Sitting,31,-0.1638310732988841,-0.19605407656607882,9.068242525933941,1.0,0
1,Sitting,32,0.14806013853228803,0.13052763608994467,9.802556728321232,1.0,0
1,Sitting,33,-0.11729356668757346,-0.7076853710252071,9.58967733861732,1.0,0
1,Sitting,34,-0.17135725826338474,-0.40113863461080945,9.719357144166995,1.0,0
1,Sitting,35,0.2020254284072692,0.9430929506052651,9.88728890641592,1.0,0
1,Sitting,36,0.12877519536138218,-0.03722295788308361,8.84061439235048,1.0,0
1,Sitting,37,-0.013256937724608439,0.03011510497051322,11.031621056242644,1.0,0
1,Sitting,38,-0.09618048239056126,0.15077367116680623,9.782644115147379,1.0,0
1,Sitting,39,-0.584339018809766,0.5714114072575103,10.175966516343388,1.0,0
1,Sitting,40,0.39551597352152346,-0.45469372739736946,10.50139715546805,1.0,0
1,Sitting,41,-0.7009255313961404,0.29342854690013515,10.89522781290499,1.0,0
1,Sitting,42,-0.49526816256534417,-0.28314886480138596,9.849825682543822,1.0,0
1,Sitting,43,-0.2517378270580996,-0.7753317155330663,9.834281487403015,1.0,0
1,Sitting,44,-0.5311518568630524,0.2367962153175908,9.3402878828831,1.0,0
1,Sitting,45,0.7749672025087697,-0.39162664616811854,9.638969241897163,1.0,0
1,Sitting,46,0.4067586086848349,-0.6154321582169776,9.913729967302066,1.0,0
1,Sitting,47,0.653571377141214,-0.8037416172806138,9.892316929266153,1.0,0
1,Sitting,48,0.12994139712421177,0.3909114358886552,9.181524644560959,1.0,0
1,Sitting,49,-0.6602283065421382,0.2609707828084488,9.948492336616594,1.0,0
1,Sitting,50,0.12524642517293827,0.17322410474848784,9.459987639210755,1.0,0
1,Sitting,51,0.11612684858050178,0.14653623664934062,9.442824290986817,1.0,0
1,Sitting,52,0.9328872555723783,0.23691646045589376,9.204348251398676,1.0,0
1,Sitting,53,0.32827680431691486,-0.4873408351136607,10.193542301871227,1.0,0
1,Sitting,54,0.579297789503702,-0.41034115917585523,10.281688064622161,1.0,0
1,Sitting,55,0.20639046346824916,0.411030079997245,10.748396491326975,1.0,0
1,Sitting,56,-0.12269405800143525,-0.3768680821787448,9.355242785187238,1.0,0
1,Sitting,57,-0.40790514248271914,-0.0385508547070521,9.970575987408322,1.0,0
1,Sitting,58,0.13834539966500953,0.4135916245180119,9.806500945938954,1.0,0
1,Sitting,59,0.7267670385786584,-0.13232841661897804,11.160084583294811,1.0,0
1,Sitting,60,0.3128336738825031,-0.4285787782081413,9.264553750969444,1.0,0
1,Sitting,61,0.24123620762159265,-0.11173139266292545,10.157000247046046,1.0,0
1,Sitting,62,0.23661881228677242,-0.03641445632843639,9.376603140965798,1.0,0
1,Sitting,63,-0.7574236123429323,-0.22325747603351054,10.228199397161736,1.0,0
1,Sitting,64,0.10704687206510198,-0.622869389355994,9.886590462925591,1.0,0
1,Sitting,65,0.1926586898644184,-0.4419287181005665,9.876862552972765,1.0,0
1,Sitting,66,0.029104359222999948,-0.5714851489153115,9.978893680174142,1.0,0
1,Sitting,67,0.2803922631841172,0.5415256215876385,10.326901026017453,1.0,0
1,Sitting,68,-0.6888346839785455,-0.4689125199575614,10.05751763360433,1.0,0
1,Sitting,69,0.2568929754561044,0.25752384315302396,11.726365745327362,1.0,0
1,Sitting,70,0.2854452553465835,0.5677828200902995,10.277000881746602,1.0,0
1,Sitting,71,0.325695625652899,-0.1576346223201728,10.179484610246634,1.0,0
1,Sitting,72,-0.3864126072687859,-0.11840930337000444,9.55731822608545,1.0,0
1,Sitting,73,0.04093706969316128,1.1573292833367543,8.866367403704126,1.0,0
1,Sitting,74,0.34313009518725673,-0.8063579355948258,9.564034067105284,1.0,0
1,Sitting,75,0.544475298483683,0.032140009547731385,9.261127611035347,1.0,0
1,Sitting,76,-0.3576518546299841,0.3397988744673379,9.434816684141433,1.0,0
1,Sitting,77,0.10822929479098743,0.022785919951906892,9.474199826197092,1.0,0
1,Sitting,78,1.0719720446626628,0.3169595111590056,8.787428706671196,1.0,0
1,Sitting,79,0.09322715738471382,-0.330893232384194,10.226216667398113,1.0,0
1,Sitting,80,-0.3962603692163503,-0.05736822073344951,10.05249363949023,1.0,0
1,Sitting,81,0.43287759708506074,-0.6001482035278881,9.632749382079526,1.0,0
1,Sitting,82,-0.2374726555804781,-0.32666461628685595,10.68272712014055,1.0,0
